№корня;Корень;наименование;наименование;наименование;наименование
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба холодного копчения;Рыба х/к тушка   упаковка  фиксир./нефиксир. вес
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба холодного копчения;Рыба х/к тушка развесная (прилавок)
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба холодного копчения;Рыба х/к филе, кусок   упаковка  фиксир./нефиксир. вес
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба холодного копчения;Рыба х/к филе, кусок развесная (прилавок)
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба холодного копчения;Рыба х/к нарезка   упаковка  фиксир./нефиксир. вес
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба холодного копчения;Рыба х/к нарезка развесная (прилавок)
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба горячего копчения;Рыба г/к тушка   упаковка  фиксир./нефиксир. вес
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба горячего копчения;Рыба г/к тушка развесная (прилавок)
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба горячего копчения;Рыба г/к филе, кусок   упаковка  фиксир./нефиксир. вес
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба горячего копчения;Рыба г/к филе, кусок развесная (прилавок)
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба горячего копчения;Рыба г/к нарезка   упаковка  фиксир./нефиксир. вес
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба слабосоленая;Рыба с/с тушка, упаковка
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба слабосоленая;Рыба с/с тушка, развесная (прилавок)
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба слабосоленая;Рыба с/с филе, кусок упаковка
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба слабосоленая;Рыба с/с филе, кусок развесная (прилавок)
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба слабосоленая;Рыба с/с нарезка, упаковка
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба слабосоленая;Рыба с/с филе, развесная (прилавок)
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба вяленая, сушеная, снэки рыбные;Рыба вяленая, сушеная упаковка
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Рыба вяленая, сушеная, снэки рыбные;Рыба вяленая, сушеная развесная (прилавок)
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Пресервы;Пресервы сельди в с/с
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Пресервы;Пресервы сельди в масле
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Пресервы;Пресервы сельди в соусе
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Пресервы;Пресервы рыбные другие
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Пресервы;Пресервы из морепродуктов
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Пресервы;Салаты и закуски из морской капусты
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Пресервы;Рыбная кулинария, рыба жареная, в желе и т.д.
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Пресервы;Суши и наборы суши, роллы
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Сурими охлажденные;Крабовые рулеты охлажденные
1;Продукты питания;Икра и рыбная гастрономия;Рыбная гастрономия;Сурими охлажденные;Крабовое мясо и палочки охлажденные
1;Продукты питания;Икра и рыбная гастрономия;Икра;Икра красная;Икра красная в ж/б
1;Продукты питания;Икра и рыбная гастрономия;Икра;Икра красная;Икра красная в ст/б
1;Продукты питания;Икра и рыбная гастрономия;Икра;Икра красная;Икра красная весовая
1;Продукты питания;Икра и рыбная гастрономия;Икра;Икра черная;Икра черная фасованная
1;Продукты питания;Икра и рыбная гастрономия;Икра;Икра прочая, икорные закуски;Икра прочая, икорные закуски
1;Продукты питания;Икра и рыбная гастрономия;Икра;Икра прочая, икорные закуски;Масло рыбное икорное
1;Продукты питания;Икра и рыбная гастрономия;Икра;Икра прочая, икорные закуски;Паштет рыбный
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Торты свежие, поставщик;Торты бисквитные, медовые
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Торты свежие, поставщик;Торты песочные
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Торты свежие, поставщик;Торты безе
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Торты свежие, поставщик;Торты сметанные, творожные, йогуртовые
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Торты свежие, поставщик;Торты суфле
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Торты свежие, поставщик;Торты сырные, чизкейки
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Торты свежие, поставщик;Торты слоеные, блинные
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Торты свежие, поставщик;Пироги десертные
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Торты свежие, поставщик;Пироги, кулебяки охлажденные
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Пирожные свежие, поставщик;Пирожные бисквитные
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Пирожные свежие, поставщик;Пирожные сметанные, творожные, йогуртовые
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Пирожные свежие, поставщик;Пирожные песочные
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Пирожные свежие, поставщик;Пирожные суфле
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Пирожные свежие, поставщик;Пирожные заварные
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Пирожные свежие, поставщик;Пирожные слоеные
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Пирожные свежие, поставщик;Наборы пирожных
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Пирожные свежие, поставщик;Мадлен, безе, меренги
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Пирожные свежие, поставщик;Рулеты, поставщик
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Пирожные свежие, поставщик;Десерты, поставщик
1;Продукты питания;Кондитерские изделия корот.срока хранения;Торты и пирожные свежие;Пирожные свежие, поставщик;Смеси и дрожжи свежие
1;Продукты питания;Хлебобулочные изделия, поставщик;Хлеб, поставщик;Хлеб белый, поставщик;Батон поставщик
1;Продукты питания;Хлебобулочные изделия, поставщик;Хлеб, поставщик;Хлеб белый, поставщик;Хлеб белый формовой и подовый без добавок, поставщик
1;Продукты питания;Хлебобулочные изделия, поставщик;Хлеб, поставщик;Хлеб белый, поставщик;Хлеб белый с добавками поставщик
1;Продукты питания;Хлебобулочные изделия, поставщик;Хлеб, поставщик;Хлеб белый, поставщик;Багет поставщик
1;Продукты питания;Хлебобулочные изделия, поставщик;Хлеб, поставщик;Хлеб темный, поставщик;Хлеб темный без добавок поставщик
1;Продукты питания;Хлебобулочные изделия, поставщик;Хлеб, поставщик;Хлеб темный, поставщик;Хлеб темный с добавками поставщик
1;Продукты питания;Хлебобулочные изделия, поставщик;Хлеб, поставщик;Хлеб зерновой, с отрубямим п/п;Хлеб формовой, батон с отрубями, поставщик
1;Продукты питания;Хлебобулочные изделия, поставщик;Хлеб, поставщик;Хлеб зерновой, с отрубямим п/п;Хлеб зерновой, поставщик
1;Продукты питания;Хлебобулочные изделия, поставщик;Хлеб, поставщик;Хлеб этнический;Хлеб этнический поставщик (лаваш, маца, тортилья и т.д.)
1;Продукты питания;Хлебобулочные изделия, поставщик;Хлебобулочные изделия, поставщик;Хлеб для тостов, сэндвичей, бутербродов;Хлеб для тостов, сэндвичей, бутербродов, хот-догов
1;Продукты питания;Хлебобулочные изделия, поставщик;Хлебобулочные изделия, поставщик;Хлеб для тостов, сэндвичей, бутербродов;Лепешки, краюшки
1;Продукты питания;Хлебобулочные изделия, поставщик;Хлебобулочные изделия, поставщик;Хлебцы;Хлебцы традиционные
1;Продукты питания;Хлебобулочные изделия, поставщик;Хлебобулочные изделия, поставщик;Хлебцы;Хлебцы воздушные и проч.зерно
1;Продукты питания;Хлебобулочные изделия, поставщик;Хлебобулочные изделия, поставщик;Хлебцы;Хлебцы вафельные
1;Продукты питания;Хлебобулочные изделия, поставщик;Выпечка, поставщик;Изделия слоеные, поставщик;Изделия слоеные сладкие, поставщик
1;Продукты питания;Хлебобулочные изделия, поставщик;Выпечка, поставщик;Изделия слоеные, поставщик;Изделия слоеные соленые, поставщик
1;Продукты питания;Хлебобулочные изделия, поставщик;Выпечка, поставщик;Изделия сдобные, поставщик;Изделия сдобные сладкие, поставщик
1;Продукты питания;Хлебобулочные изделия, поставщик;Выпечка, поставщик;Выпечка другая, поставщик;Изделия песочные , поставщик
1;Продукты питания;Хлебобулочные изделия, поставщик;Выпечка, поставщик;Выпечка другая, поставщик;Пончики, донатсы
1;Продукты питания;Хлебобулочные изделия, поставщик;Выпечка, поставщик;Выпечка другая, поставщик;Кексы, маффины, куличи поставщик
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб темный, пекарня;Хлеб темный без добавок, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб темный, пекарня;Хлеб темный без добавок,заморозка
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб темный, пекарня;Хлеб темный с добавками, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб темный, пекарня;Хлеб темный с добавками,заморозка
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб белый, пекарня;Хлеб белый без добавок, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб белый, пекарня;Хлеб белый без добавок,заморозка
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб белый, пекарня;Хлеб белый с добавками, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб белый, пекарня;Хлеб белый с добавками, заморозка
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб белый, пекарня;Багет, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб белый, пекарня;Багет,заморозка
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб белый, пекарня;Батон, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб белый, пекарня;Батон,заморозка
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб зерновой, с отрубямим пекарня;Хлеб с отрубями, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб зерновой, с отрубямим пекарня;Хлеб с отрубями,заморозка.
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб зерновой, с отрубямим пекарня;Хлеб зерновой, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб зерновой, с отрубямим пекарня;Хлеб зерновой,заморозка
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб этнический, пекарня;Хлеб этнический разный, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Хлеб, пекарня;Хлеб этнический, пекарня;Хлеб этнический разный,заморозка
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Выпечка, пекарня;Выпечка разная, пекарня;Пончики, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Выпечка, пекарня;Выпечка разная, пекарня;Слойки, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Выпечка, пекарня;Выпечка разная, пекарня;Пирожки сладкие, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Выпечка, пекарня;Выпечка разная, пекарня;Пирожки несладкие, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Выпечка, пекарня;Выпечка разная, пекарня;Сдоба, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Выпечка, пекарня;Выпечка разная, пекарня;Кексы, маффины, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Выпечка, пекарня;Выпечка разная, пекарня;Круассаны, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Выпечка, пекарня;Выпечка разная, пекарня;Прочая выпечка, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Выпечка, пекарня;Выпечка разная, заморозка;Пончики, заморозка
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Выпечка, пекарня;Выпечка разная, заморозка;Слоеные изделия, заморозка
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Выпечка, пекарня;Выпечка разная, заморозка;Пирожки, заморозка
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Выпечка, пекарня;Выпечка разная, заморозка;Сдоба, заморозка
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Выпечка, пекарня;Выпечка разная, заморозка;Прочая выпечка, заморозка
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Мучные изделия, пекарня;Пироги, пицца, пекарня;Пироги сладкие, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Мучные изделия, пекарня;Пироги, пицца, пекарня;Пироги несладкие, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Мучные изделия, пекарня;Пироги, пицца, пекарня;Пицца, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Мучные изделия, пекарня;Пироги, пицца, пекарня;Пироги, пицца, заморозка
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Мучные изделия, пекарня;Прочие мучные изделия, пекарня;Блины, оладьи, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Мучные изделия, пекарня;Прочие мучные изделия, пекарня;Блины, заморозка
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Торты и пирожные, пекарня;Торты, пекарня;Торты слоеные, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Торты и пирожные, пекарня;Торты, пекарня;Торта бисквитные, медовые пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Торты и пирожные, пекарня;Торты, пекарня;Торты песочные пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Торты и пирожные, пекарня;Торты, пекарня;Торты суфле пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Торты и пирожные, пекарня;Торты, пекарня;Торты вафельные пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Торты и пирожные, пекарня;Торты, пекарня;Торты, заморозка
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Торты и пирожные, пекарня;Торты, пекарня;Торты безе пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Торты и пирожные, пекарня;Пирожные, пекарня;Пирожные свежие бисквитные, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Торты и пирожные, пекарня;Пирожные, пекарня;Пирожные свежие песочные, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Торты и пирожные, пекарня;Пирожные, пекарня;Пирожные свежие заварные, пекарня
1;Продукты питания;Хлеб и кондитерские изделия, пекарня;Торты и пирожные, пекарня;Пирожные, пекарня;Мадлен, безе, меренги пекарня
1;Продукты питания;Рыба и морепродукты охлажденные;Рыба живая и охлажденная;Рыба живая;Рыба живая пресноводная
1;Продукты питания;Рыба и морепродукты охлажденные;Рыба живая и охлажденная;Рыба охлажденная пресноводная;Рыба охлажденная пресноводная тушка
1;Продукты питания;Рыба и морепродукты охлажденные;Рыба живая и охлажденная;Рыба охлажденная пресноводная;Рыба охлажденная пресноводная филе, стейк
1;Продукты питания;Рыба и морепродукты охлажденные;Рыба живая и охлажденная;Рыба охлажденная морская;Рыба охлажденная речная, разделка и фасовка поставщик
1;Продукты питания;Рыба и морепродукты охлажденные;Рыба живая и охлажденная;Рыба охлажденная морская;Белая рыба охлажденная морская, тушка
1;Продукты питания;Рыба и морепродукты охлажденные;Рыба живая и охлажденная;Рыба охлажденная морская;Лосесевая охлажденная морская  (семга, форель) тушка
1;Продукты питания;Рыба и морепродукты охлажденные;Рыба живая и охлажденная;Рыба охлажденная морская;Белая рыба охлажденная морская, филе, стейк
1;Продукты питания;Рыба и морепродукты охлажденные;Рыба живая и охлажденная;Рыба охлажденная морская;Лососевая охлажденная морская (семга, форель) филе, стейк
1;Продукты питания;Рыба и морепродукты охлажденные;Морепродукты охлажденные;Морепродукты живые;Раки живые
1;Продукты питания;Рыба и морепродукты охлажденные;Морепродукты охлажденные;Морепродукты охлажденные весовые;Креветки охлажденные весовые
1;Продукты питания;Рыба и морепродукты охлажденные;Морепродукты охлажденные;Морепродукты охлажденные весовые;Крабы, раки, моллюски, мидии охлажденные весовые
1;Продукты питания;Рыба и морепродукты охлажденные;Морепродукты охлажденные;Субпродукты рыбные охлажденные;Наборы суповые охлажденные
1;Продукты питания;Рыба и морепродукты охлажденные;Морепродукты охлажденные;Фарш рыбный охлажденный ;Фарш из белой рыбы охлажденный
1;Продукты питания;Рыба и морепродукты охлажденные;Морепродукты охлажденные;Фарш рыбный охлажденный ;Фарш из красной рыбы охлажденный 
1;Продукты питания;Рыба и морепродукты охлажденные;Морепродукты охлажденные;Рыбные полуфабрикаты охлажденные;Рыба порционная в сухарях
1;Продукты питания;Рыба и морепродукты охлажденные;Морепродукты охлажденные;Рыбные полуфабрикаты охлажденные;Шашлыки и поджарки из рыбы
1;Продукты питания;Рыба и морепродукты охлажденные;Морепродукты охлажденные;Рыбные полуфабрикаты охлажденные;Котлеты, биточки, тефтели
1;Продукты питания;Птица;Птица охлажденная;Цыпленок охлажденный;Цыпленок охлажденный целый
1;Продукты питания;Птица;Птица охлажденная;Цыпленок охлажденный;Цыпленок охлажденный грудка
1;Продукты питания;Птица;Птица охлажденная;Цыпленок охлажденный;Цыпленок охлажденный крылья
1;Продукты питания;Птица;Птица охлажденная;Цыпленок охлажденный;Цыпленок охлажденный окорок
1;Продукты питания;Птица;Птица охлажденная;Цыпленок охлажденный;Цыпленок охлажденный бедро
1;Продукты питания;Птица;Птица охлажденная;Цыпленок охлажденный;Цыпленок охлажденный голень
1;Продукты питания;Птица;Птица охлажденная;Цыпленок охлажденный;Цыпленок охлажденный филе
1;Продукты питания;Птица;Птица охлажденная;Индейка охлажденная;Индейка охлажденная целая
1;Продукты питания;Птица;Птица охлажденная;Индейка охлажденная;Индейка охлажденная грудка
1;Продукты питания;Птица;Птица охлажденная;Индейка охлажденная;Индейка охлажденная бедро
1;Продукты питания;Птица;Птица охлажденная;Индейка охлажденная;Индейка охлажденная окорок
1;Продукты питания;Птица;Птица охлажденная;Индейка охлажденная;Индейка охлажденная голень
1;Продукты питания;Птица;Птица охлажденная;Индейка охлажденная;Индейка охлажденная филе
1;Продукты питания;Птица;Птица охлажденная;Птица другая охлажденная;Птица охлажденная прочая
1;Продукты питания;Птица;Птица охлажденная;Субпродукты и п/ф из птицы охлажденные;Субпродукты из курицы охлажденные
1;Продукты питания;Птица;Птица охлажденная;Субпродукты и п/ф из птицы охлажденные;Субпродукты из курицы охлажденные
1;Продукты питания;Птица;Птица охлажденная;Полуфабрикаты из мяса птицы;Шашлык из курицы
1;Продукты питания;Птица;Птица охлажденная;Полуфабрикаты из мяса птицы;Котлеты, биточки, тефтели, из мяса птицы
1;Продукты питания;Птица;Птица охлажденная;Полуфабрикаты из мяса птицы;Поджарки из мяса птицы
1;Продукты питания;Птица;Птица охлажденная;Полуфабрикаты из мяса птицы;Куски мяса птицы в маринаде
1;Продукты питания;Птица;Птица охлажденная;Полуфабрикаты из мяса птицы;Прочие п/ф из мяса птицы 
1;Продукты питания;Птица;Птица охлажденная;Фарш из мяса птицы;фарш из индейки охлажденный
1;Продукты питания;Птица;Птица охлажденная;Фарш из мяса птицы;Фарш из индейки охлажденный
1;Продукты питания;Овощи;Овощи свежие;Огурец;Огурец свежий
1;Продукты питания;Овощи;Овощи свежие;Томат;Томат обыкновенный
1;Продукты питания;Овощи;Овощи свежие;Томат;Томат черри
1;Продукты питания;Овощи;Овощи свежие;Томат;Томат на ветке
1;Продукты питания;Овощи;Овощи свежие;Капуста;Капуста белокачанная
1;Продукты питания;Овощи;Овощи свежие;Капуста;Капуста прочая
1;Продукты питания;Овощи;Овощи свежие;Перец;Перец сладкий
1;Продукты питания;Овощи;Овощи свежие;Перец;Перец острый
1;Продукты питания;Овощи;Овощи свежие;Корнеплоды;Картофель
1;Продукты питания;Овощи;Овощи свежие;Корнеплоды;Лук репчатый
1;Продукты питания;Овощи;Овощи свежие;Корнеплоды;Морковь
1;Продукты питания;Овощи;Овощи свежие;Корнеплоды;Редис
1;Продукты питания;Овощи;Овощи свежие;Корнеплоды;Свекла
1;Продукты питания;Овощи;Овощи свежие;Корнеплоды;Чеснок
1;Продукты питания;Овощи;Овощи свежие;Корнеплоды;Корнеплоды прочие
1;Продукты питания;Овощи;Овощи свежие;Корнеплоды;Овощи обработанные, отварные, наборы для блюд
1;Продукты питания;Овощи;Овощи свежие;Грибы свежие;Шампиньоны
1;Продукты питания;Овощи;Овощи свежие;Грибы свежие;Грибы лесные и прочие
1;Продукты питания;Овощи;Овощи свежие;Овощи разные;Баклажан, кабачок, цукини, патиссоны
1;Продукты питания;Овощи;Овощи свежие;Овощи разные;Кукуруза, тыква
1;Продукты питания;Овощи;Овощи свежие;Овощи разные;Овощи прочие
1;Продукты питания;Овощи;Зеленые культуры;Зелень свежая;Зелень свежая
1;Продукты питания;Овощи;Зеленые культуры;Зелень свежая;Наборы зелени
1;Продукты питания;Овощи;Зеленые культуры;Салат зеленый свежий;Салат зеленый свежий
1;Продукты питания;Овощи;Зеленые культуры;Салат зеленый свежий;Смеси салатные
1;Продукты питания;Овощи;Зеленые культуры;Проростки, травяные пряности;Проростки
1;Продукты питания;Овощи;Зеленые культуры;Проростки, травяные пряности;Травяные пряности
1;Продукты питания;Овощи;Букеты и цветы срезанные;Букеты и цветы срезанные;Букеты и цветы срезанные
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Цитрусовые;Апельсин
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Цитрусовые;Грейпфрут, свити, помело
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Цитрусовые;Лимон, лайм
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Цитрусовые;Мандарин
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Косточковые;Абрикос
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Косточковые;Нектарин, персик
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Косточковые;Слива
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Семечковые;Яблоко
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Семечковые;Груша
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Семечковые;Гранат, айва
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Дыня, арбуз;Арбуз
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Дыня, арбуз;Дыня
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Фрукты, ягоды основной ассортимент;Банан
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Фрукты, ягоды основной ассортимент;Ананас
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Фрукты, ягоды основной ассортимент;Киви
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Фрукты, ягоды основной ассортимент;Виноград
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Фрукты, ягоды основной ассортимент;Хурма
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Фрукты экзотические;Фрукты разные экзотические
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Ягоды;Клубника
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Ягоды;Вишня, черешня
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Ягоды;Садовые и лесные ягоды прочие
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Ягоды;Ягоды фасовка шт.
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Свеживыж.соки и потертые ягоды, фрукты свежие;Свежевыжатые соки фасованные
1;Продукты питания;Фрукты, ягоды;Фрукты, ягоды свежие;Свеживыж.соки и потертые ягоды, фрукты свежие;Ягоды, фрукты протертые свежие
1;Продукты питания;Орехи, сухофрукты;Орехи;Орехи;Арахис шт
1;Продукты питания;Орехи, сухофрукты;Орехи;Орехи;Грецкий орех шт
1;Продукты питания;Орехи, сухофрукты;Орехи;Орехи;Фундук шт
1;Продукты питания;Орехи, сухофрукты;Орехи;Орехи;Миндаль шт
1;Продукты питания;Орехи, сухофрукты;Орехи;Орехи;Кедровый орех шт
1;Продукты питания;Орехи, сухофрукты;Орехи;Орехи;Фисташки шт
1;Продукты питания;Орехи, сухофрукты;Орехи;Орехи;Орехи прочие шт
1;Продукты питания;Орехи, сухофрукты;Орехи;Орехи;Смеси ореховые
1;Продукты питания;Орехи, сухофрукты;Смеси сушеные;Смеси ореховые, орехово-фруктовые;Смесь сухофруктов
1;Продукты питания;Орехи, сухофрукты;Смеси сушеные;Смеси ореховые, орехово-фруктовые;Смесь орехи с сухофруктами
1;Продукты питания;Орехи, сухофрукты;Семечки;Семечки;Семечки подсолнечные шт
